,Unnamed: 0_x,供应商ID_x,供应商名_x,城市名_x,门店ID,门店名称_x,总成交额(元)_x,预计收入(元)_x,有效订单_x,笔单价(元)_x,顾客实付金额(元)_x,顾客实付笔单价(元)_x,总支出(元)_x,商家补贴(元)_x,商家补贴力度_x,流失订单_x,流失订单预计损失(元)_x,用户原因流失订单_x,配送原因流失订单数_x,商家原因流失订单数_x,其他原因流失订单数_x,商品金额_x,包装费_x,配送费_x,开始日_x,结束日_x,Unnamed: 0_y,供应商ID_y,供应商名_y,城市名_y,门店名称_y,总成交额(元)_y,预计收入(元)_y,有效订单_y,笔单价(元)_y,顾客实付金额(元)_y,顾客实付笔单价(元)_y,总支出(元)_y,商家补贴(元)_y,商家补贴力度_y,流失订单_y,流失订单预计损失(元)_y,用户原因流失订单_y,配送原因流失订单数_y,商家原因流失订单数_y,其他原因流失订单数_y,商品金额_y,包装费_y,配送费_y,开始日_y,结束日_y,Unnamed: 0,供应商ID,供应商名,城市名,门店名称,总成交额(元),预计收入(元),有效订单,笔单价(元),顾客实付金额(元),顾客实付笔单价(元),总支出(元),商家补贴(元),商家补贴力度,流失订单,流失订单预计损失(元),用户原因流失订单,配送原因流失订单数,商家原因流失订单数,其他原因流失订单数,商品金额,包装费,配送费,开始日,结束日
36,331,22267202676,花非花科技（原邂逅花坊）,株洲,169732211,邂逅花坊（雅馨花坊泰山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,854,22267202676,花非花科技（原邂逅花坊）,株洲,邂逅花坊（雅馨花坊泰山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,126.0,0,0,1,0,0.0,0,0.0,20200801,20200831,411,22267202676,花非花科技（原邂逅花坊）,株洲,邂逅花坊（雅馨花坊泰山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
37,335,22267202676,花非花科技（原邂逅花坊）,衡阳,2043368130,艾语花艺（南岳区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,851,22267202676,花非花科技（原邂逅花坊）,衡阳,艾语花艺（南岳区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,410,22267202676,花非花科技（原邂逅花坊）,衡阳,艾语花艺（南岳区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
38,342,22267202676,花非花科技（原邂逅花坊）,泸州,170245998,邂逅花坊（千寻花店星光路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,412,22267202676,花非花科技（原邂逅花坊）,泸州,邂逅花坊（千寻花店星光路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,94,22267202676,花非花科技（原邂逅花坊）,泸州,邂逅花坊（千寻花店星光路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
39,348,22267202676,花非花科技（原邂逅花坊）,昌吉回族自治州,171029595,邂逅花坊（北庭路鑫鑫店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,954,22267202676,花非花科技（原邂逅花坊）,昌吉回族自治州,邂逅花坊（北庭路鑫鑫店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,595,22267202676,花非花科技（原邂逅花坊）,昌吉回族自治州,邂逅花坊（北庭路鑫鑫店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
40,357,22267202676,花非花科技（原邂逅花坊）,昌吉回族自治州,300732690,邂逅花坊（韦爵爷花店建国西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,118.0,0,0,1,0,0.0,0,0.0,20200901,20200930,948,22267202676,花非花科技（原邂逅花坊）,昌吉回族自治州,邂逅花坊（韦爵爷花店建国西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,269.0,0,0,1,0,0.0,0,0.0,20200801,20200831,603,22267202676,花非花科技（原邂逅花坊）,昌吉回族自治州,邂逅花坊（韦爵爷花店建国西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
41,360,22267202676,花非花科技（原邂逅花坊）,盘锦,166924857,邂逅花坊(振兴小区店),0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,951,22267202676,花非花科技（原邂逅花坊）,盘锦,邂逅花坊(振兴小区店),0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,598,22267202676,花非花科技（原邂逅花坊）,盘锦,邂逅花坊(振兴小区店),0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
42,361,22267202676,花非花科技（原邂逅花坊）,青岛,166924741,邂逅花坊（花千谷鲜花婚礼文化路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,952,22267202676,花非花科技（原邂逅花坊）,青岛,邂逅花坊（花千谷鲜花婚礼文化路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,596,22267202676,花非花科技（原邂逅花坊）,青岛,邂逅花坊（花千谷鲜花婚礼文化路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
43,373,22267202676,花非花科技（原邂逅花坊）,武汉,2042561229,柔怡鲜花,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,874,22267202676,花非花科技（原邂逅花坊）,武汉,柔怡鲜花,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,881,22267202676,花非花科技（原邂逅花坊）,武汉,柔怡鲜花,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
44,383,22267202676,花非花科技（原邂逅花坊）,洛阳,170246031,邂逅花坊（花艺小栈健康路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,329,22267202676,花非花科技（原邂逅花坊）,洛阳,邂逅花坊（花艺小栈健康路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,226,22267202676,花非花科技（原邂逅花坊）,洛阳,邂逅花坊（花艺小栈健康路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
45,389,22267202676,花非花科技（原邂逅花坊）,咸宁,2042459214,花嫁（秀水大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,104.0,1,0,0,0,0.0,0,0.0,20200901,20200930,323,22267202676,花非花科技（原邂逅花坊）,咸宁,花嫁（秀水大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,236,22267202676,花非花科技（原邂逅花坊）,咸宁,花嫁（秀水大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
46,391,22267202676,花非花科技（原邂逅花坊）,泉州,170246034,邂逅花坊（爱花居蘭馨花艺丰泽区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,324,22267202676,花非花科技（原邂逅花坊）,泉州,邂逅花坊（爱花居蘭馨花艺丰泽区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,232,22267202676,花非花科技（原邂逅花坊）,泉州,邂逅花坊（爱花居蘭馨花艺丰泽区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
47,396,22267202676,花非花科技（原邂逅花坊）,宿迁,2042529102,花艺阁（沭阳县店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,1028,22267202676,花非花科技（原邂逅花坊）,宿迁,花艺阁（沭阳县店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,1041,22267202676,花非花科技（原邂逅花坊）,宿迁,花艺阁（沭阳县店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
48,412,22267202676,花非花科技（原邂逅花坊）,焦作,167744325,邂逅花坊（含笑花艺店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,1061,22267202676,花非花科技（原邂逅花坊）,焦作,邂逅花坊（含笑花艺店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,927,22267202676,花非花科技（原邂逅花坊）,焦作,邂逅花坊（含笑花艺店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
49,421,22267202676,花非花科技（原邂逅花坊）,济南,2043513880,四季花坊（凤城东大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,803,22267202676,花非花科技（原邂逅花坊）,济南,四季花坊（凤城东大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,683,22267202676,花非花科技（原邂逅花坊）,济南,四季花坊（凤城东大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
50,423,22267202676,花非花科技（原邂逅花坊）,运城,170246122,邂逅花坊（告白花艺铁路桥南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,244,22267202676,花非花科技（原邂逅花坊）,运城,邂逅花坊（告白花艺铁路桥南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,985,22267202676,花非花科技（原邂逅花坊）,运城,邂逅花坊（告白花艺铁路桥南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
51,425,22267202676,花非花科技（原邂逅花坊）,楚雄彝族自治州,2043137371,戴拉花艺康养吧（高新区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,240,22267202676,花非花科技（原邂逅花坊）,楚雄彝族自治州,戴拉花艺康养吧（高新区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,991,22267202676,花非花科技（原邂逅花坊）,楚雄彝族自治州,戴拉花艺康养吧（高新区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
52,429,22267202676,花非花科技（原邂逅花坊）,贵阳,335797378,邂逅花坊（双生花花坊经济技术开发区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,104.0,0,0,1,0,0.0,0,0.0,20200901,20200930,236,22267202676,花非花科技（原邂逅花坊）,贵阳,邂逅花坊（双生花花坊经济技术开发区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,493,22267202676,花非花科技（原邂逅花坊）,贵阳,邂逅花坊（双生花花坊经济技术开发区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
53,431,22267202676,花非花科技（原邂逅花坊）,宿迁,170245909,邂逅花坊（流星花园鲜花长春路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,243,22267202676,花非花科技（原邂逅花坊）,宿迁,邂逅花坊（流星花园鲜花长春路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,989,22267202676,花非花科技（原邂逅花坊）,宿迁,邂逅花坊（流星花园鲜花长春路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
54,435,22267202676,花非花科技（原邂逅花坊）,曲靖,336829555,邂逅花坊（生如夏花花艺建设路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,241,22267202676,花非花科技（原邂逅花坊）,曲靖,邂逅花坊（生如夏花花艺建设路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,992,22267202676,花非花科技（原邂逅花坊）,曲靖,邂逅花坊（生如夏花花艺建设路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
55,438,22267202676,花非花科技（原邂逅花坊）,平顶山,170245896,邂逅花坊（六月花卉店建兴街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,230,22267202676,花非花科技（原邂逅花坊）,平顶山,邂逅花坊（六月花卉店建兴街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,986,22267202676,花非花科技（原邂逅花坊）,平顶山,邂逅花坊（六月花卉店建兴街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
56,446,22267202676,花非花科技（原邂逅花坊）,菏泽,2036905305,邂逅花坊（牵手鲜花青年南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,701,22267202676,花非花科技（原邂逅花坊）,菏泽,邂逅花坊（牵手鲜花青年南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,358.0,0,0,2,0,0.0,0,0.0,20200801,20200831,817,22267202676,花非花科技（原邂逅花坊）,菏泽,邂逅花坊（牵手鲜花青年南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
57,448,22267202676,花非花科技（原邂逅花坊）,张家口,337002431,洛施花艺（婕拉花艺宣府大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,915,22267202676,花非花科技（原邂逅花坊）,张家口,洛施花艺（婕拉花艺宣府大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,1018,22267202676,花非花科技（原邂逅花坊）,张家口,洛施花艺（婕拉花艺宣府大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
58,452,22267202676,花非花科技（原邂逅花坊）,伊春,166924748,邂逅花坊（爱花居旭日办机修社区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,460,22267202676,花非花科技（原邂逅花坊）,伊春,邂逅花坊（爱花居旭日办机修社区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,1027,22267202676,花非花科技（原邂逅花坊）,伊春,邂逅花坊（爱花居旭日办机修社区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
59,458,22267202676,花非花科技（原邂逅花坊）,长春,167744218,邂逅花坊（云裳花艺店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,841,22267202676,花非花科技（原邂逅花坊）,长春,邂逅花坊（云裳花艺店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,169,22267202676,花非花科技（原邂逅花坊）,长春,邂逅花坊（云裳花艺店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
60,460,22267202676,花非花科技（原邂逅花坊）,克拉玛依,170245916,邂逅花坊（克拉玛依店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,844,22267202676,花非花科技（原邂逅花坊）,克拉玛依,邂逅花坊（克拉玛依店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,161,22267202676,花非花科技（原邂逅花坊）,克拉玛依,邂逅花坊（克拉玛依店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
61,474,22267202676,花非花科技（原邂逅花坊）,赣州,2043372415,欣颖花艺（东阳山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,104.0,0,0,1,0,0.0,0,0.0,20200901,20200930,944,22267202676,花非花科技（原邂逅花坊）,赣州,欣颖花艺（东阳山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,189.0,1,0,0,0,0.0,0,0.0,20200801,20200831,948,22267202676,花非花科技（原邂逅花坊）,赣州,欣颖花艺（东阳山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
62,506,22267202676,花非花科技（原邂逅花坊）,大连,166924904,邂逅花坊（Flower鲜花店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,881,22267202676,花非花科技（原邂逅花坊）,大连,邂逅花坊（Flower鲜花店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,983,22267202676,花非花科技（原邂逅花坊）,大连,邂逅花坊（Flower鲜花店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
63,524,22267202676,花非花科技（原邂逅花坊）,保定,171029611,邂逅花坊（花道鲜花婚庆李庄街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,279,22267202676,花非花科技（原邂逅花坊）,保定,邂逅花坊（花道鲜花婚庆李庄街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,63,22267202676,花非花科技（原邂逅花坊）,保定,邂逅花坊（花道鲜花婚庆李庄街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
64,525,22267202676,花非花科技（原邂逅花坊）,绵阳,170246039,邂逅花坊（初遇鲜花警钟街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,815,22267202676,花非花科技（原邂逅花坊）,绵阳,邂逅花坊（初遇鲜花警钟街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,146.0,0,0,1,0,0.0,0,0.0,20200801,20200831,200,22267202676,花非花科技（原邂逅花坊）,绵阳,邂逅花坊（初遇鲜花警钟街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
65,526,22267202676,花非花科技（原邂逅花坊）,重庆,167744276,邂逅花坊（云龙大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,109.0,0,0,1,0,0.0,0,0.0,20200901,20200930,727,22267202676,花非花科技（原邂逅花坊）,重庆,邂逅花坊（云龙大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,232.0,0,0,2,0,0.0,0,0.0,20200801,20200831,807,22267202676,花非花科技（原邂逅花坊）,重庆,邂逅花坊（云龙大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
66,527,22267202676,花非花科技（原邂逅花坊）,马鞍山,170245933,邂逅花坊（婷雅花坊湖西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,321,22267202676,花非花科技（原邂逅花坊）,马鞍山,邂逅花坊（婷雅花坊湖西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,63.9,2,0,0,0,0.0,0,0.0,20200801,20200831,479,22267202676,花非花科技（原邂逅花坊）,马鞍山,邂逅花坊（婷雅花坊湖西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
67,543,22267202676,花非花科技（原邂逅花坊）,鄂尔多斯,2035009474,邂逅花坊（勿忘我鲜花阿荣东胜区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,314,22267202676,花非花科技（原邂逅花坊）,鄂尔多斯,邂逅花坊（勿忘我鲜花阿荣东胜区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,492,22267202676,花非花科技（原邂逅花坊）,鄂尔多斯,邂逅花坊（勿忘我鲜花阿荣东胜区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
68,554,22267202676,花非花科技（原邂逅花坊）,吉安,170245961,邂逅花坊（玲珑花艺长岗北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,1076,22267202676,花非花科技（原邂逅花坊）,吉安,邂逅花坊（玲珑花艺长岗北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,792,22267202676,花非花科技（原邂逅花坊）,吉安,邂逅花坊（玲珑花艺长岗北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
69,561,22267202676,花非花科技（原邂逅花坊）,长沙,166924712,邂逅花坊（遇见花开榔黎街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,712,22267202676,花非花科技（原邂逅花坊）,长沙,邂逅花坊（遇见花开榔黎街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,55,22267202676,花非花科技（原邂逅花坊）,长沙,邂逅花坊（遇见花开榔黎街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
70,575,22267202676,花非花科技（原邂逅花坊）,乐山,2043147282,康乃馨花艺馆（新盛路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,109,22267202676,花非花科技（原邂逅花坊）,乐山,康乃馨花艺馆（新盛路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,149.0,1,0,0,0,0.0,0,0.0,20200801,20200831,72,22267202676,花非花科技（原邂逅花坊）,乐山,康乃馨花艺馆（新盛路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
71,583,22267202676,花非花科技（原邂逅花坊）,曲靖,2036852685,邂逅花坊（佳园花艺内环东路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,128,22267202676,花非花科技（原邂逅花坊）,曲靖,邂逅花坊（佳园花艺内环东路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,49,22267202676,花非花科技（原邂逅花坊）,曲靖,邂逅花坊（佳园花艺内环东路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
72,593,22267202676,花非花科技（原邂逅花坊）,六盘水,2036855273,邂逅花坊（咔哒呢花艺双水街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,141,22267202676,花非花科技（原邂逅花坊）,六盘水,邂逅花坊（咔哒呢花艺双水街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,1142,22267202676,花非花科技（原邂逅花坊）,六盘水,邂逅花坊（咔哒呢花艺双水街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
73,598,22267202676,花非花科技（原邂逅花坊）,合肥,300712713,邂逅花坊（初见花屋紫云路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,189,22267202676,花非花科技（原邂逅花坊）,合肥,邂逅花坊（初见花屋紫云路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,213,22267202676,花非花科技（原邂逅花坊）,合肥,邂逅花坊（初见花屋紫云路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
