商户ID,门店名称,品牌名称,服务质量,教师节总订单,七夕总订单,教师节取消订单率,七夕取消订单率,教师节非异订单率,七夕非异订单率,最大小时接单量,12月24日20分钟最大接单量（测算参考值）,12月31日20分钟最大接单量（测算参考值）,12月24日订单量预估,12月25日-1月1日预估（该段时间内均按照此阈值限定）,12月24日（N单/每20分钟）,12月25日-1月1日（N单/每20分钟）,体检分
7063793,花生活鲜花（森森鲜花）,花生活,红色预警,7,28,0.2,0.285714286,0.4,0.071428571,6,2,2,19.6,12,,,67
8250903,花生活鲜花（花之韵鲜花店）,花生活,橙色预警,15,30,0.090909091,0.066666667,0,0,8,2,3,21,13,,,83
9288065,花漾年华（文化街店）,花生活,橙色预警,0,4,0,0,0,0.25,2,2,2,2.8,2,,,58
7545488,花生活鲜花（海天花艺）,花生活,红色预警,6,7,0.2,0.285714286,0.2,0.285714286,3,2,2,4.9,3,,,69
9228743,花铺,花生活,红色预警,3,2,0.333333333,0.5,0.666666667,0,1,2,2,1.4,1,,,58
1937925,花生活鲜花（花心苑花店）,花生活,红色预警,2,3,0,0,0,0.333333333,2,2,2,2.1,1,,,68
7311299,花生活鲜花（筱月鲜花店）,花生活,0,0,4,0,0,0,0,4,2,2,2.8,2,,,61
9616994,金喜缘鲜花批发·七夕鲜花,花生活,0,1,1,0,0,0,0,1,2,2,0.7,1,,,68
9415189,幸福来鲜花婚庆（七夕情人节，告白，鲜花）,花生活,红色预警,4,1,0,1,0,1,1,2,2,0.7,1,,,70
8253593,花生活鲜花（花语鲜花坊花店）,花生活,0,6,16,0,0.125,0,0.0625,4,2,2,11.2,7,,,72
7907142,花生活鲜花（馨悦花店）,花生活,0,1,47,0,0.063829787,0,0.021276596,8,2,3,32.9,20,,,65
9616889,温馨花艺（七夕节日，表白，鲜花）,花生活,红色预警,2,19,0,0.210526316,0,0.315789474,3,2,2,13.3,8,,,64
9267541,锦相苑花卉,花生活,0,0,8,0,0,0,0,2,2,2,5.6,4,,,69
9785821,唯美花艺,花生活,0,5,5,0,0,0,0,2,2,2,3.5,2,,,82
8437924,卡斯曼鲜花店(衡阳先峰路店）,花生活,0,50,164,0,0.018292683,0.037037037,0.018292683,19,5,7,114.8,69,,,87
9524463,三角形花艺（蓝色港湾店）,花生活,红色预警,5,4,0.8,1,0.6,0.25,1,2,2,2.8,2,,,61
7392906,花生活鲜花（云槿花艺）,花生活,橙色预警,5,30,0,0.133333333,0,0.166666667,6,2,2,21,13,,,78
9412651,花之蜜语花艺（七夕节日，表白，鲜花）,花生活,红色预警,2,19,0.333333333,0.315789474,0,0.473684211,4,2,2,13.3,8,,,65
8790380,水晶花房（七夕预定，表白，鲜花）,花生活,红色预警,2,88,0,0.113636364,0,0.261363636,22,4,6,61.6,37,,,70
8849789,朝花夕拾花艺（七夕情人节，告白，鲜花）,花生活,蓝色预警,24,125,0,0.024,0.083333333,0.08,14,3,5,87.5,53,,,93
8284382,安宁胡子花卉店(花生活鲜花胡子花艺),花生活,黄色预警,35,81,0,0.024691358,0.043478261,0.197530864,19,4,6,56.7,34,,,91
7515288,花生活鲜花（绿如蓝花店）,花生活,红色预警,8,37,0,0.027027027,0,0.243243243,5,2,2,25.9,16,,,78
3713872,泽凤花店,花生活,黄色预警,2,19,0,0.105263158,0,0,5,2,2,13.3,8,,,81
9650538,花海阁婚庆花艺,花生活,橙色预警,2,18,0,0.222222222,0,0.166666667,3,2,2,12.6,8,,,78
7194721,花生活鲜花（四季春花艺美学馆）,花生活,0,2,56,0,0.071428571,0,0.035714286,7,2,3,39.2,23,,,82
4439411,花生活鲜花（花田故事）,花生活,红色预警,3,30,0.6,0.833333333,0.6,0.666666667,6,2,2,21,13,,,59
7994668,花生活鲜花（彩雲·鲜花）,花生活,橙色预警,12,28,0.1,0.107142857,0,0.214285714,5,2,2,19.6,12,,,84
9231498,皇的花园（七夕节日，表白，鲜花）,花生活,红色预警,1,19,0,0.210526316,0,0.263157895,4,2,2,13.3,8,,,85
8755673,千寻花道生活馆（七夕预定，表白，鲜花）,花生活,黄色预警,4,42,0.25,0.071428571,0,0.047619048,8,2,3,29.4,17,,,82
7642004,花生活鲜花（第三居鲜花店）,花生活,红色预警,4,14,0.555555556,0.857142857,0.111111111,0.142857143,4,2,2,9.8,6,,,63
9524632,海岱鲜花店·七夕鲜花,花生活,0,1,2,0,0,0,0,1,2,2,1.4,1,,,69
9387017,花生活·羅蘭时尚花艺,花生活,红色预警,0,31,1,0.35483871,1,0.322580645,12,2,4,21.7,13,,,61
9268477,伊人婚庆（七夕情人节，告白，生日）,花生活,黄色预警,4,6,0,0.166666667,0,0,3,2,2,4.2,2,,,76
9393936,挚爱一生（七夕情人节，告白，鲜花）,花生活,红色预警,6,10,0.2,0.3,0.4,0.4,4,2,2,7,4,,,76
9548190,花颜草语花坊,花生活,红色预警,0,4,0,1,0,1,2,2,2,2.8,2,,,58
8364413,花生活鲜花（水仙百合居）,花生活,黄色预警,0,24,0,0.125,0,0.208333333,7,2,3,16.8,10,,,60
9389059,花生活鲜花（寻花集花艺）,花生活,0,2,21,0,0,0,0.095238095,4,2,2,14.7,9,,,82
9394617,拾光花艺（七夕节日，表白，鲜花）,花生活,蓝色预警,0,17,0,0,0,0,7,2,3,11.9,7,,,75
7641996,花生活鲜花（花幸福花店襄阳店）,花生活,0,5,29,0,0,0,0,5,2,2,20.3,12,,,83
9619468,花玉轩（七夕情人节，告白，生日）,花生活,橙色预警,3,30,0,0.166666667,0,0.1,9,2,3,21,13,,,69
9615401,娜时花开（七夕情人节，表白，鲜花）,花生活,蓝色预警,0,8,0,0.125,0,0,2,2,2,5.6,4,,,58
9619251,smiLe花店（七夕情人节，告白，鲜花）,花生活,红色预警,15,17,0,0.411764706,0,0.294117647,6,2,2,11.9,7,,,72
9629140,花瓣里·七夕鲜花,花生活,黄色预警,4,6,0,0.166666667,0,0,2,2,2,4.2,2,,,78
9346978,鲜花坊·七夕鲜花,花生活,红色预警,0,9,1,0.777777778,0.5,0.444444444,3,2,2,6.3,4,,,59
9741754,金百合鲜花坊,花生活,蓝色预警,3,24,0,0.125,1,0.083333333,8,2,3,16.8,10,,,68
9217427,花时尚,花生活,蓝色预警,0,8,0,0.125,0,0.125,2,2,2,5.6,4,,,58
9586803,喜盈盈,花生活,红色预警,1,3,0,1,0,1,1,2,2,2.1,1,,,69
7514889,花生活鲜花（米粒鲜花之家）,花生活,红色预警,0,1,0,1,0,0,1,2,2,0.7,1,,,68
9132249,汇芳缘花坊,花生活,0,0,3,1,0,0,0,1,2,2,2.1,1,,,64
9056788,花瓣雨·七夕鲜花,花生活,橙色预警,20,83,0,0.108433735,0.111111111,0.012048193,12,2,4,58.1,35,,,88
6355077,花生活鲜花（花述鲜花生活馆）,花生活,0,2,11,0.333333333,0,0.333333333,0.090909091,3,2,2,7.7,5,,,69
8278455,花生活鲜花（启美花卉）,花生活,橙色预警,0,23,0,0.043478261,0,0,4,2,2,16.1,10,,,57
9470898,千色花艺（七夕情人节，礼物，鲜花）,花生活,红色预警,0,35,0,0.2,0,0.228571429,8,2,3,24.5,15,,,59
9586794,那一朵花店（七夕情人节，告白，生日）,花生活,0,10,33,0,0,0.125,0.060606061,9,2,4,23.1,14,,,81
9500719,幸福驿站鲜花（七夕情人节，告白，鲜花）,花生活,红色预警,5,21,0.25,0.047619048,0,0.047619048,5,2,2,14.7,9,,,86
9619338,怦怦花艺（七夕情人节，告白，生日）,花生活,0,5,26,0.285714286,0.076923077,0.285714286,0.038461538,6,2,3,18.2,11,,,77
9615414,鲜花店,花生活,红色预警,1,9,0,0.333333333,0,0.333333333,2,2,2,6.3,4,,,73
9608760,浪漫花苑（七夕预定，表白，鲜花）,花生活,蓝色预警,0,10,0,0.1,0,0,2,2,2,7,4,,,60
3128450,花生活鲜花（花之恋鲜花店）,花生活,蓝色预警,21,120,0.076923077,0.025,0,0.05,18,4,6,84,50,,,81
8278326,花生活鲜花（知心花卉）,花生活,红色预警,2,5,0.5,0.4,0,0.4,2,2,2,3.5,2,,,66
9434509,家美花卉水族馆·七夕鲜花,花生活,黄色预警,1,20,0,0.15,0,0.05,4,2,2,14,8,,,89
8435960,花生活鲜花（米莱婚礼鲜花店）,花生活,红色预警,4,28,0.666666667,0.464285714,0.416666667,0.464285714,6,2,2,19.6,12,,,61
9566662,花生活鲜花（红绿蓝鲜花）,花生活,红色预警,1,36,0.5,0.194444444,0.5,0.194444444,8,2,3,25.2,15,,,73
7994673,花生活鲜花（禾木鲜花店）,花生活,橙色预警,11,62,0,0.14516129,0,0.225806452,23,4,7,43.4,26,,,87
9616888,花生活鲜花（鲜花物语）,花生活,红色预警,6,6,0,0.166666667,0.2,0.166666667,2,2,2,4.2,2,,,68
9466732,花里花礼·七夕鲜花,花生活,橙色预警,1,5,0,0.2,0,0.2,2,2,2,3.5,2,,,68
5346237,花生活鲜花（有钱花）,花生活,红色预警,2,20,0.333333333,0.35,0,0.55,4,2,2,14,8,,,62
8958029,花友鲜花（七夕情人节，礼物，鲜花）,花生活,红色预警,12,19,0.307692308,0.368421053,0.307692308,0.105263158,3,2,2,13.3,8,,,62
9786197,偶遇花店,花生活,红色预警,6,5,0,0.6,0,0.4,1,2,2,3.5,2,,,75
9388448,蔷薇花艺坊（七夕情人节，告白，生日）,花生活,红色预警,4,27,0,0.296296296,0,0.222222222,6,2,2,18.9,11,,,82
799254,花生活鲜花（花好月缘鲜花店）,花生活,蓝色预警,7,11,0.25,0.090909091,0,0,4,2,2,7.7,5,,,72
9224328,一间鲜花店（七夕情人节，表白，鲜花）,花生活,黄色预警,4,35,0,0.085714286,0,0.171428571,11,2,4,24.5,15,,,70
9288063,华鹏花卉鲜花（道城路店）,花生活,红色预警,4,28,0,0.392857143,0,0.464285714,6,2,2,19.6,12,,,78
8071981,花生活鲜花（红豆情鲜花）,花生活,红色预警,15,7,0.25,0.142857143,0.25,0.285714286,3,2,2,4.9,3,,,64
9418486,君子兰花艺（七夕预定，表白，鲜花）,花生活,黄色预警,1,18,0,0.111111111,0,0,3,2,2,12.6,8,,,72
9413713,花生活鲜花（阳光花坊鲜花店）,花生活,红色预警,0,3,1,0.333333333,0.2,0.333333333,1,2,2,2.1,1,,,61
8881539,佳怡鲜花批发（七夕情人节，礼物，鲜花）,花生活,红色预警,0,11,0,0.727272727,0,0.636363636,6,2,2,7.7,5,,,57
5565851,花生活鲜花（仙丽鲜花）,花生活,红色预警,3,7,0.333333333,0.285714286,0.333333333,0.285714286,2,2,2,4.9,3,,,60
9566670,红苑鲜花庆典（七夕预定，表白，鲜花）,花生活,红色预警,1,24,1,0.666666667,1,0.625,5,2,2,16.8,10,,,64
9318309,花兮花店,花生活,0,1,3,0,0,0,0,1,2,2,2.1,1,,,87
9725640,美尚美花坊,花生活,红色预警,0,3,1,1,0.5,1,2,2,2,2.1,1,,,60
9726130,禧溪花坊,花生活,0,0,3,0,0,0,0,1,2,2,2.1,1,,,60
9098574,賀囍の花店（七夕情人节，表白，鲜花）,花生活,红色预警,0,3,1,1,0.428571429,0.666666667,2,2,2,2.1,1,,,64
9740904,天下花,花生活,红色预警,4,4,0,0.5,0,0.5,2,2,2,2.8,2,,,87
9615406,生如夏花（沙河西路店）,花生活,红色预警,3,2,0,0,0,0,2,2,2,1.4,1,,,68
9267506,槿妍花舍,花生活,红色预警,1,1,0.666666667,1,0.666666667,1,1,2,2,0.7,1,,,57
9593717,世纪花缘,花生活,0,4,7,0.5,0,0.333333333,0,2,2,2,4.9,3,,,76
9159613,有间花店（七夕情人节，礼物，鲜花）,花生活,蓝色预警,3,45,0,0.133333333,0,0.155555556,8,2,3,31.5,19,,,73
7672411,花生活鲜花（錵艺轩）,花生活,红色预警,18,33,0.083333333,0.03030303,0.333333333,0,7,2,2,23.1,14,,,81
9415135,鲜花婚庆复印,花生活,红色预警,1,9,0,0.555555556,0,0.444444444,2,2,2,6.3,4,,,77
8902595,千卉阁花艺（七夕节日，表白，鲜花）,花生活,蓝色预警,17,39,0,0.102564103,0,0.102564103,14,3,5,27.3,16,,,90
9490944,beriscouture（七夕预定，表白，鲜花）,花生活,红色预警,7,33,0,0.151515152,0,0.363636364,19,3,5,23.1,14,,,70
8709967,紫香苑鲜花礼品坊·七夕鲜花,花生活,黄色预警,1,16,0,0.1875,0,0,3,2,2,11.2,7,,,70
7475300,花生活鲜花（花缘花店）,花生活,0,2,38,0,0.026315789,0,0,7,2,3,26.6,16,,,81
9566666,瑾萱花艺,花生活,红色预警,0,13,0,0.153846154,0,0.384615385,4,2,2,9.1,5,,,58
9356229,爱尚花艺生活馆（七夕预定，表白，鲜花）,花生活,红色预警,1,1,1,0,1,0,1,2,2,0.7,1,,,55
5762294,花生活鲜花（厦门陌上花开）,花生活,黄色预警,1,26,0,0,0,0.038461538,4,2,2,18.2,11,,,80
9615410,陶渊芳谷,花生活,蓝色预警,3,29,0,0.034482759,0,0.103448276,8,2,3,20.3,12,,,81
714142,花生活鲜花（情意浓花店）,花生活,0,5,38,0,0,0.333333333,0.026315789,5,2,2,26.6,16,,,72
7743130,花生活鲜花（静静花艺凤凰北街店）,花生活,红色预警,6,14,0,0.214285714,0,0.071428571,3,2,2,9.8,6,,,87
8764356,辽宁起航（鲜花婚庆婚车）,花生活,蓝色预警,12,52,0.111111111,0.096153846,0.111111111,0.019230769,8,2,3,36.4,22,,,74
9616923,好百年花店（七夕情人节，告白，鲜花）,花生活,橙色预警,1,17,0,0.176470588,0,0,6,2,2,11.9,7,,,78
9756324,花漾拾光,花生活,红色预警,11,43,0,0.23255814,0.333333333,0.209302326,10,2,3,30.1,18,,,83
8471191,幸福里花艺（七夕情人节，表白，鲜花）,花生活,红色预警,6,36,0,0.027777778,0,0,7,2,2,25.2,15,,,75
9486500,金娃娃鲜花（七夕情人节，礼物，鲜花）,花生活,0,6,25,0.642857143,0.04,0.642857143,0.08,4,2,2,17.5,11,,,75
9228737,花拾间,花生活,红色预警,0,28,0,0.392857143,0,0.035714286,5,2,2,19.6,12,,,58
9803729,满天星花艺,花生活,蓝色预警,3,34,0.333333333,0.088235294,0.333333333,0.058823529,6,2,2,23.8,14,,,81
6773727,花生活鲜花（水滴鲜花花艺）,花生活,橙色预警,24,93,0,0.107526882,0.1875,0.064516129,18,3,5,65.1,39,,,87
7207848,花生活鲜花（原色花店）,花生活,0,0,6,0,0,0,0,2,2,2,4.2,2,,,66
7672420,花生活鲜花（义乌鲜花婚庆）,花生活,黄色预警,4,29,0.333333333,0.172413793,0.333333333,0.206896552,6,2,2,20.3,12,,,72
9725349,花藝阁,花生活,黄色预警,4,7,0,0.142857143,0,0.142857143,1,2,2,4.9,3,,,66
9629135,月月花屋（七夕预定，表白，鲜花）,花生活,红色预警,0,19,0,0.210526316,0,0.105263158,5,2,2,13.3,8,,,72
9580543,百花园·七夕鲜花,花生活,红色预警,5,33,0.166666667,0.272727273,0,0.121212121,9,2,3,23.1,14,,,84
9287578,好心情花艺（七夕情人节，礼物，鲜花）,花生活,0,3,32,0,0.0625,0,0.03125,5,2,2,22.4,13,,,88
7331152,洋洋花语屋（七夕情人节，告白，生日）,花生活,0,1,12,0,0,0,0.083333333,2,2,2,8.4,5,,,75
9096064,俪缘花店（七夕情人节，表白，鲜花）,花生活,黄色预警,1,30,0.666666667,0.033333333,0.666666667,0.166666667,5,2,2,21,13,,,61
7475292,花生活鲜花（馨语花屋）,花生活,0,13,47,0.1,0.063829787,0,0.063829787,6,2,3,32.9,20,,,89
8197675,蔚然花坊（七夕情人节，告白，鲜花）,花生活,黄色预警,2,15,0,0.133333333,0,0.2,4,2,2,10.5,7,,,76
9704576,娜时花开,花生活,0,4,7,0,0,0,0,2,2,2,4.9,3,,,69
7392907,花生活鲜花（玫瑰园鲜花）,花生活,红色预警,0,7,0,0.285714286,0,0.428571429,3,2,2,4.9,3,,,59
2622811,花生活鲜花（品蕊花屋）,花生活,蓝色预警,4,22,0,0.045454545,0.333333333,0.136363636,3,2,2,15.4,9,,,65
8902547,玫瑰花屋·七夕鲜花,花生活,红色预警,0,15,1,0.533333333,1,0.333333333,3,2,2,10.5,7,,,67
8958033,满园春色花行（七夕预定，表白，鲜花）,花生活,橙色预警,3,9,0.25,0,0,0.222222222,2,2,2,6.3,4,,,75
4389748,花生活鲜花（玫瑰花店2店）,花生活,黄色预警,7,20,0.142857143,0.15,0.285714286,0,4,2,2,14,8,,,73
7264470,花生活鲜花（栖梧花店）,花生活,红色预警,0,2,0,0,0,0,1,2,2,1.4,1,,,56
8607428,馨艺花店·七夕鲜花,花生活,红色预警,0,6,0,0.333333333,0,0,1,2,2,4.2,2,,,65
9288059,有道设计花艺（花生活鲜花店）,花生活,红色预警,1,3,0,1,0,1,2,2,2,2.1,1,,,66
9608868,兴燕鲜花批发（七夕情人节，告白，生日）,花生活,红色预警,4,4,0,0,0,0.5,2,2,2,2.8,2,,,79
8207108,花生活鲜花（艺尚鲜花）,花生活,红色预警,0,8,0,1,0,0.75,4,2,2,5.6,4,,,55
9783774,心意花屋,花生活,橙色预警,2,5,0,0.2,0,0.2,1,2,2,3.5,2,,,74
9393698,Too兔花艺（七夕节日，表白，鲜花）,花生活,黄色预警,1,7,0,0.142857143,0,0.142857143,3,2,2,4.9,3,,,75
9531956,华艺鲜花（七夕情人节，告白，鲜花）,花生活,蓝色预警,1,21,1,0.047619048,1,0.142857143,7,2,3,14.7,9,,,69
8755679,诗情花艺,花生活,0,11,46,0,0,0,0.065217391,6,2,3,32.2,19,,,94
9687531,梧桐雨鲜花店,花生活,0,14,33,0.090909091,0.060606061,0,0.060606061,9,2,4,23.1,14,,,70
8801124,XLREN FLORLST袭人花店,花生活,蓝色预警,2,27,0.333333333,0.111111111,0.666666667,0.074074074,5,2,2,18.9,11,,,68
7207850,花生活鲜花（尚花坊）,花生活,蓝色预警,4,10,0,0.1,0,0.1,2,2,2,7,4,,,69
3095162,花生活鲜花（花瓣雨花坊）,花生活,红色预警,0,26,0,0.884615385,0,0.807692308,5,2,2,18.2,11,,,61
9704572,花语花艺·七夕鲜花,花生活,蓝色预警,3,35,0.25,0.057142857,0,0.057142857,8,2,3,24.5,15,,,74
6773715,花生活鲜花（花城花艺）,花生活,0,8,34,0,0,0,0,5,2,2,23.8,14,,,81
7022374,花生活鲜花（萍萍花店）,花生活,红色预警,2,148,0.333333333,0.195945946,0,0.135135135,20,4,6,103.6,62,,,77
9049510,紫藤花坊,花生活,红色预警,0,10,1,0.6,0,0.3,2,2,2,7,4,,,62
7514886,花生活鲜花（七彩花卉）,花生活,蓝色预警,6,23,0.333333333,0.043478261,0.333333333,0,3,2,2,16.1,10,,,81
8902541,20.时光（七夕情人节，礼物，鲜花）,花生活,橙色预警,4,25,0,0.12,0.333333333,0.08,4,2,2,17.5,11,,,66
9756278,四季鲜花,花生活,红色预警,1,7,0,0.285714286,0,0,2,2,2,4.9,3,,,82
7475294,花生活鲜花（苔米花艺）,花生活,0,3,13,0.25,0,0,0.076923077,3,2,2,9.1,5,,,80
9426612,博艺坊·七夕鲜花,花生活,红色预警,2,13,0.5,0.615384615,0.25,0.538461538,2,2,2,9.1,5,,,62
9426694,春天鲜花（七夕情人节，礼物，鲜花）,花生活,0,0,5,1,0,1,0,1,2,2,3.5,2,,,67
9217393,爱恋婚庆花艺,花生活,红色预警,0,10,0,0.7,0,0.7,3,2,2,7,4,,,61
9619721,唯美鲜花园艺（七夕情人节，告白，生日）,花生活,红色预警,2,18,1,0.277777778,0,0.222222222,3,2,2,12.6,8,,,77
9615404,花开半夏（七夕情人节，表白，鲜花）,花生活,蓝色预警,1,9,0,0,0,0,3,2,2,6.3,4,,,82
9436622,馨缘花店,花生活,红色预警,1,12,0,0.25,0,0.166666667,2,2,2,8.4,5,,,77
8258611,花生活鲜花（旺达鲜花店）,花生活,红色预警,2,12,0,0.916666667,0,0.5,4,2,2,8.4,5,,,59
8985806,绿荫花店·七夕鲜花,花生活,橙色预警,0,42,0,0.023809524,0,0.214285714,8,2,3,29.4,17,,,56
9230086,娅娅花艺（七夕节日，表白，鲜花）,花生活,红色预警,3,12,0.833333333,0.25,0.833333333,0.166666667,3,2,2,8.4,5,,,68
9650535,怜花轩·七夕鲜花,花生活,蓝色预警,8,38,0,0.131578947,0,0.105263158,11,3,4,26.6,16,,,87
9582261,幸福花艺（七夕情人节，告白，生日）,花生活,红色预警,3,9,0,0.666666667,0,0.333333333,2,2,2,6.3,4,,,86
9288061,思之恋花坊,花生活,红色预警,1,2,0,0,0,0.5,1,2,2,1.4,1,,,69
7934078,花生活鲜花（情缘鲜花店榆林店）,花生活,红色预警,11,30,0.1,0.066666667,0.1,0.3,7,2,2,21,13,,,68
8863767,玫瑰花店（七夕预定，表白，鲜花）,花生活,0,10,4,0,0,0,0,1,2,2,2.8,2,,,77
8989547,鸳鸯鲜花店（七夕情人节，礼物，鲜花）,花生活,0,8,10,0.166666667,0,0.166666667,0,5,2,2,7,4,,,75
8278262,花生活鲜花（拾秋花店）,花生活,橙色预警,3,45,0.25,0.155555556,0,0.044444444,7,2,2,31.5,19,,,72
9548187,花颜花艺·七夕鲜花,花生活,0,0,6,1,0.166666667,1,0,1,2,2,4.2,2,,,55
9616925,花汐故里,花生活,蓝色预警,0,11,1,0.090909091,0.5,0,3,2,2,7.7,5,,,67
9448370,花田舍（七夕预定，表白，鲜花）,花生活,红色预警,2,37,0,0.135135135,0,0.27027027,9,2,3,25.9,16,,,71
8804150,唯爱花艺·七夕鲜花,花生活,红色预警,3,12,0,0.333333333,0,0,6,2,2,8.4,5,,,70
9228404,悠悠花坊,花生活,红色预警,0,10,1,0.6,1,0.6,3,2,2,7,4,,,58
8963601,密朗格蛋糕鲜花（七夕情人节，告白，生日）,花生活,红色预警,6,3,0.25,0,0.125,0.333333333,1,2,2,2.1,1,,,68
9756326,耘梦花坊,花生活,橙色预警,7,9,0,0,0.5,0.222222222,4,2,2,6.3,4,,,74
2220100,花生活鲜花（花花世界鲜花）,花生活,红色预警,11,4,0.166666667,0,0.166666667,0.5,1,2,2,2.8,2,,,70
9693778,花嫁喜铺鲜花,花生活,0,2,1,0,0,0,0,1,2,2,0.7,1,,,74
8849786,简一鲜花（七夕预定，表白，鲜花）,花生活,红色预警,6,2,0,0.5,0,0,1,2,2,1.4,1,,,67
9608766,真爱婚庆花艺·七夕鲜花,花生活,红色预警,1,5,0.666666667,0.2,0.666666667,0.2,2,2,2,3.5,2,,,61
9608870,雨诺花坊,花生活,红色预警,1,3,0,0.333333333,0,0.333333333,3,2,2,2.1,1,,,75
5196478,郁涧鲜花坊（七夕情人节，礼物，鲜花）,花生活,蓝色预警,14,152,0,0.105263158,0,0.105263158,23,5,8,106.4,64,,,86
8958024,蓝星星花屋（七夕情人节，表白，鲜花）,花生活,0,5,16,0.4,0,0.4,0.0625,6,2,3,11.2,7,,,67
8865559,花仙子花坊（七夕节日，表白，鲜花）,花生活,0,4,33,0,0.060606061,0,0.060606061,10,3,4,23.1,14,,,82
8959450,花为媒鲜花店（七夕预定，表白，鲜花）,花生活,红色预警,3,11,0.6,0.363636364,0.4,0.363636364,4,2,2,7.7,5,,,65
6773712,花生活鲜花（花之翼）,花生活,红色预警,0,57,0,0.245614035,0,0.210526316,10,2,3,39.9,24,,,60
6774016,花生活鲜花（婷雅花坊）,花生活,0,16,30,0,0.066666667,0,0.033333333,6,2,3,21,13,,,80
6928399,花生活鲜花（有间鲜花店）,花生活,红色预警,11,33,0.272727273,0.121212121,0.454545455,0.303030303,7,2,2,23.1,14,,,82
9536748,花市花乡（七夕情人节，表白，鲜花）,花生活,红色预警,4,4,0.4,0.5,0.4,0.5,1,2,2,2.8,2,,,65
2482113,花生活鲜花（玫瑰坊）,花生活,红色预警,6,13,0.285714286,0.307692308,0,0.076923077,4,2,2,9.1,5,,,64
7785891,别样花艺（怀柔店）,花生活,橙色预警,3,20,0.25,0.15,0.25,0.3,4,2,2,14,8,,,76
7743129,花生活鲜花（土土花店婚庆）,花生活,红色预警,0,9,0,0.888888889,0,0.444444444,4,2,2,6.3,4,,,53
9631770,牵手花艺（七夕预定，表白，鲜花）,花生活,红色预警,6,26,0.285714286,0.384615385,0.142857143,0.423076923,6,2,2,18.2,11,,,61
8278459,花生活鲜花（蝶恋花花店）,花生活,0,5,47,0,0,0,0.063829787,10,3,4,32.9,20,,,72
8226888,花生活鲜花（锦绣花艺坊）,花生活,橙色预警,6,25,0.666666667,0.08,0,0.24,5,2,2,17.5,11,,,74
9670951,花开相爱·七夕鲜花,花生活,黄色预警,10,27,0,0.148148148,0,0.074074074,5,2,2,18.9,11,,,75
9466736,梦缘鲜花店·七夕鲜花,花生活,橙色预警,4,41,0.333333333,0.195121951,0,0.219512195,8,2,3,28.7,17,,,84
8983874,802花店（七夕情人节，告白，生日）,花生活,蓝色预警,2,63,0,0.047619048,0,0.142857143,12,3,4,44.1,26,,,71
8755676,勿忘我鲜花（七夕预定，表白，鲜花）,花生活,0,1,23,0,0,0,0,3,2,2,16.1,10,,,78
9394178,花之薏花店（七夕情人节，告白，生日）,花生活,蓝色预警,3,22,0,0.090909091,0,0.045454545,4,2,2,15.4,9,,,85
7207847,花生活鲜花（花匠花艺）,花生活,红色预警,1,33,0,0.272727273,0,0.393939394,11,2,3,23.1,14,,,73
9517418,花无缺鲜花（七夕情人节，礼物，鲜花）,花生活,红色预警,5,27,0,0.444444444,0,0.333333333,6,2,2,18.9,11,,,87
7093976,花生活鲜花（花筵万达店）,花生活,黄色预警,7,44,0.166666667,0.090909091,0.166666667,0.181818182,11,2,4,30.8,19,,,77
7934075,花生活鲜花（红玫瑰鲜花婚庆）,花生活,黄色预警,2,15,0,0,0,0.2,6,2,2,10.5,7,,,83
9766741,花世界,花生活,红色预警,0,8,0,0.25,0,0.25,2,2,2,5.6,4,,,57
7166109,花生活鲜花（花研巧遇）,花生活,0,6,6,0,0,0,0,3,2,2,4.2,2,,,70
9221145,卧龙鲜花坊（车站南路店）,花生活,红色预警,3,13,0,0.230769231,0,0.153846154,3,2,2,9.1,5,,,83
9566665,幸福花艺婚庆店·七夕鲜花,花生活,0,2,11,0,0,0,0,2,2,2,7.7,5,,,71
7672419,花生活鲜花（幸福の花）,花生活,红色预警,0,16,0,0.4375,0,0.4375,6,2,2,11.2,7,,,58
7022273,花生活鲜花（花漾flower鲜花店）,花生活,蓝色预警,3,8,0.5,0.125,0.666666667,0,4,2,2,5.6,4,,,72
7429078,花生活鲜花（印象花坊）,花生活,红色预警,4,9,0.333333333,0.222222222,0,0.222222222,2,2,2,6.3,4,,,66
8435955,花生活鲜花（花之都鲜花批发行）,花生活,橙色预警,1,18,0.666666667,0.277777778,0.666666667,0.222222222,3,2,2,12.6,8,,,59
9030472,扬子花坊·七夕鲜花,花生活,红色预警,4,13,0.2,0.230769231,0.2,0.384615385,6,2,2,9.1,5,,,82
9415134,8号花舍鲜花（七夕情人节，告白，生日）,花生活,橙色预警,8,54,0,0.111111111,0,0.092592593,10,2,3,37.8,23,,,81
8803762,芳君花艺（七夕情人节，表白，鲜花）,花生活,黄色预警,2,27,0,0.074074074,0,0.111111111,7,2,3,18.9,11,,,84
9678087,屯爵花卉·七夕鲜花,花生活,红色预警,1,8,0,0.875,0,0.5,2,2,2,5.6,4,,,72
3994932,花生活鲜花（雅心花艺）,花生活,红色预警,1,13,0,0.230769231,0,0.153846154,3,2,2,9.1,5,,,77
9267510,苏悦鲜花店（七夕情人节，礼物，鲜花）,花生活,0,0,1,0,0,0,0,1,2,2,0.7,1,,,58
9653398,茉里·七夕鲜花,花生活,蓝色预警,8,8,0,0.125,0,0,2,2,2,5.6,4,,,77
9608763,花开相爱（七夕情人节，表白，鲜花）,花生活,红色预警,0,2,0,0.5,0,0,1,2,2,1.4,1,,,66
